41	227:3.69541235468,272:3.36332624515,266:3.33230854639,240:3.12206534729,264:3.03556507155,473:2.9761165096,268:2.9509934236,406:2.92350996056,284:2.91742413129,246:2.89866877109,221:2.89593807601,181:2.81826018253,162:2.81063474942,476:2.79844470543,270:2.74427801195
42	258:3.59177541052,476:3.45401927781,266:3.32944388342,129:3.32558464758,227:3.27198360419,161:3.2656593233,473:3.22553356381,272:3.21818685722,317:3.21054784699,457:3.17309585004,240:3.12555463468,468:3.11887668435,171:3.10295266005,485:3.07412508908,482:3.072695987
43	214:5.34609735476,479:5.34141417701,476:5.30048982547,184:5.19338626494,276:5.18946203941,173:5.18392064611,200:5.14773763233,284:5.01198117841,380:5.00556307489,258:4.94511356325,204:4.94405676242,458:4.93093516103,260:4.90225952458,308:4.89453392858,266:4.88364229868
44	458:4.86259965081,472:4.72051960906,266:4.7077862692,220:4.68393271954,479:4.61540665934,200:4.55546211023,264:4.53957173542,341:4.53303465811,171:4.49202579864,259:4.42261875767,498:4.41964617267,214:4.40455081027,144:4.39520180575,308:4.36636694401,459:4.34804019786
45	479:5.03182232514,200:4.39452322198,476:4.38059521357,278:4.3714122292,262:4.33974078455,129:4.26664029964,497:4.26482860434,322:4.26273876961,177:4.22088067034,144:4.20986464794,477:4.16047267123,472:4.15253051858,171:4.14026088949,266:4.11769068481,240:4.1082073937
46	200:4.94847050787,240:4.82864539946,266:4.82600477994,184:4.76025645636,317:4.74262325943,473:4.68054888371,160:4.59925999713,322:4.57306933822,278:4.56560523084,479:4.56141554653,498:4.54905902598,448:4.51642002559,129:4.51536205596,220:4.51436495869,214:4.49467597558
47	276:5.48657808129,343:5.27487683924,258:5.25760843428,448:5.16426532795,171:5.09938483669,129:5.02501840523,271:4.956463887,292:4.95215515171,200:4.9314083157,231:4.84783375673,498:4.77300040393,309:4.6519862352,161:4.62763835244,184:4.62740406538,266:4.6206400009
48	200:6.17217518243,214:6.13536793138,276:6.07255198305,341:6.06619891545,476:5.95414163794,220:5.92729292276,284:5.92495922311,227:5.90651870745,461:5.8886457874,463:5.84254297118,259:5.81518380313,258:5.79204753325,184:5.78614485462,221:5.7753897979,129:5.77171942485
49	214:3.93200701785,317:3.76153731893,471:3.72183681536,262:3.66303192053,472:3.63719715028,221:3.58124210089,129:3.57706755687,470:3.49835471971,200:3.45724231804,284:3.41614746791,380:3.4142687028,458:3.40964485139,309:3.38021038527,278:3.37624155191,227:3.3725535478
50	278:5.71341252083,200:5.68530475218,476:5.50049621329,284:5.43011766402,227:5.38855483436,184:5.31650743674,266:5.26966697146,276:5.26696317232,498:5.26611162464,171:5.25031529467,285:5.24419709781,484:5.23224661816,479:5.20112534874,308:5.18769881924,181:5.18084516629
51	476:6.12380830799,278:5.83534554988,200:5.79296617786,214:5.63903394265,458:5.60803469885,479:5.46785045505,461:5.43435264705,204:5.41368154963,472:5.38429432415,273:5.3777522586,227:5.3758615947,477:5.36169104618,486:5.33888045646,262:5.3062313543,264:5.26773066186
52	262:3.88162319922,406:3.77974820129,240:3.67447181178,497:3.66216862403,480:3.55115907336,474:3.51721502904,149:3.49595625618,214:3.47123650482,483:3.44501789361,230:3.4376749592,152:3.41763363777,466:3.39152664448,284:3.38025885224,271:3.36898683146,278:3.3678202412
53	472:4.84270159661,221:4.80549558283,476:4.77320452426,214:4.75325640445,148:4.71895308184,485:4.71241058171,273:4.7095344399,458:4.67681261134,308:4.56971373065,200:4.46848246327,227:4.46071436204,343:4.43050406058,272:4.42418493252,259:4.41391448307,317:4.4008584314
54	474:4.35831718706,472:4.35719398967,476:4.20896235488,317:4.20574552892,262:4.1507783207,259:4.11588386209,227:4.10432886875,173:4.0778158943,486:4.07309239765,448:4.06168082465,129:4.04409983242,484:4.0141810769,177:4.00084415109,273:3.99625262327,498:3.98526431033
55	214:5.87756636017,200:5.79452343061,476:5.49419893097,284:5.41047664442,280:5.35145416476,184:5.28522609788,221:5.23206725025,278:5.20063308554,160:5.15734804941,264:5.14958706963,129:5.14136526158,472:5.12589225502,458:5.11262624249,308:5.10145586609,439:5.09028463084
56	341:13.5648625567,284:12.9931034083,343:12.8427007723,476:12.8326018555,275:12.7820114294,498:12.6165554999,322:12.5717411675,258:12.5059044704,200:12.5002967534,479:12.3988694903,171:12.3492587148,214:12.2660372131,230:12.2609941512,144:12.2498904597,462:12.2290037853
57	227:7.93298770303,171:7.79404310375,258:7.72674960644,220:7.71890859618,129:7.63802891465,479:7.48610608867,262:7.45437912653,292:7.44574412962,266:7.39427370393,214:7.33960096963,497:7.26752232946,144:7.20098906868,284:7.19233580669,474:7.1916308269,477:7.18115847458
58	200:6.25936433114,458:5.86414242966,214:5.70879434354,284:5.59453539376,181:5.58255374634,308:5.53086599618,463:5.5237910683,476:5.50865601637,258:5.47328006536,273:5.45436350852,221:5.44074658986,497:5.36018412447,184:5.31010872901,220:5.28986915364,230:5.28370734271
59	479:4.74249669535,472:4.63680126719,471:4.4455865417,227:4.379589818,214:4.312931297,262:4.30987244602,200:4.25885541266,171:4.25344022315,266:4.17452394339,322:4.13280001165,476:4.12719615254,230:4.10371229995,276:4.09977038993,477:4.07435070225,264:4.05748111395
60	200:5.07381652825,227:4.92776320994,308:4.85706149202,240:4.63692955709,214:4.63538957457,486:4.62594763118,476:4.62362675693,380:4.62181112266,144:4.61366559878,343:4.6008164503,284:4.54842709841,129:4.54113946356,230:4.52493559869,484:4.51863656647,435:4.49640937026
61	200:6.94751343266,214:6.52641817204,148:6.31953214997,476:6.20753768228,479:6.14523979161,472:6.08475283839,498:6.08104837376,463:6.08000874591,495:6.05670943824,184:6.0452537711,227:6.00161532904,461:5.98634768763,160:5.97059541656,259:5.91126893451,266:5.89163252799
62	484:3.52828674288,486:3.39970986932,148:3.3169498853,264:3.22241242996,271:3.18776597663,498:3.18168137524,476:3.15973791554,479:3.1045739459,240:2.98831019768,200:2.97746242313,262:2.89991589358,184:2.86222673847,458:2.85688744451,278:2.85639216344,121:2.81045384099
63	204:5.76869620589,162:5.36926042586,200:5.36357722508,152:5.32986600296,258:5.32530058034,184:5.28431339126,308:5.27021884174,476:5.26494113035,259:5.23913508273,486:5.23638846307,161:5.1622936089,220:5.13061520758,240:5.09961143523,322:5.09604354458,499:5.09176952286
64	479:11.7632711176,266:11.4835293167,227:11.475186363,171:11.4473057018,220:11.4254909043,343:11.375299431,204:11.2200542983,200:11.0516563671,276:11.0334174873,148:11.0124682495,308:10.9813642049,457:10.9193499153,214:10.8981254189,184:10.896407518,144:10.8350410285
65	129:6.63838410924,171:6.57673992773,266:6.55309492165,200:6.54548614577,472:6.52692025242,227:6.43297079808,341:6.41532263588,276:6.34463148736,173:6.34392974187,343:6.33626139544,475:6.31410452416,181:6.31023130731,284:6.28582960648,214:6.27598178306,280:6.27355450688
66	458:5.26230652533,214:5.20153486568,220:4.94997482164,308:4.94360985696,476:4.93857153711,472:4.87515869431,221:4.86119545464,498:4.82950244331,200:4.80665999145,258:4.77048499026,259:4.76850941047,474:4.750746006,181:4.74474965782,496:4.74178235743,284:4.73733205922
67	469:4.39017926152,308:4.08331579864,262:4.03537243407,184:4.01809084428,406:3.94714429673,322:3.94424193907,484:3.91741549988,284:3.82000708918,489:3.75187743438,472:3.75019822091,495:3.71852574537,171:3.66766942403,474:3.6667259866,321:3.64775679223,221:3.64494987114
68	258:5.57059980021,200:5.49592484918,458:5.36992681352,476:5.31299113864,322:5.20349983536,472:5.20331923582,214:5.1311925858,355:5.089462607,184:5.03249154641,280:5.02274537668,231:4.95933408713,284:4.95520044887,486:4.91105278696,260:4.88425993854,464:4.85566631294
69	227:5.11425418065,266:4.84283950317,284:4.75915700872,497:4.74056780524,471:4.74016809899,200:4.68493368808,221:4.67122365933,272:4.61486800741,273:4.59709657735,472:4.54566531976,262:4.531734494,458:4.4993161996,265:4.47826376653,479:4.47063979662,469:4.44750787458
70	214:6.93505119315,184:6.88276521086,259:6.8713994005,129:6.67076129515,278:6.38723236769,173:6.31877894728,56:6.21920143323,448:6.18803431936,260:6.1829230165,200:6.17041144939,181:6.13905223544,471:6.12920932582,148:6.05450261613,280:5.97725955666,273:5.92820766121
71	227:5.8622371603,204:5.53117820189,284:5.52645220546,214:5.52453614811,458:5.51537625289,463:5.36253146708,459:5.34782940782,472:5.29922658723,220:5.2697664272,496:5.24066364334,221:5.15355062405,470:5.15284243643,476:5.11503099923,260:5.11164562615,471:5.08907179007
72	200:6.40430991256,498:6.20198314749,465:6.19488961012,266:6.16295740155,259:6.11154982116,341:6.07058142232,343:6.06990434177,231:6.0502792547,479:5.98538780754,258:5.98433970366,448:5.9282803369,144:5.91908083365,476:5.91145789519,240:5.87831524501,276:5.84496945792
73	343:6.88459383832,284:6.64706895147,129:6.34851493998,471:6.20247600479,476:6.09897255347,214:6.09658749764,200:6.09407768173,144:6.08161584457,499:6.04303502288,280:5.99593787772,227:5.98604113299,474:5.96585679358,240:5.94626456663,266:5.90378284008,484:5.89916428112
74	200:7.63512187332,184:7.50688610106,214:7.4771113421,484:7.39377888495,476:7.38979230774,171:7.37686391601,278:7.34677220061,486:7.32119214469,221:7.11852583366,308:7.09784324067,227:7.09375457907,258:7.09036812384,274:7.08785755419,173:7.06228320064,472:7.04931192064
75	278:4.45814051647,479:4.35101024692,259:4.33968594533,380:4.32853090776,240:4.28808808992,476:4.21749764899,200:4.18820095568,458:4.18146342389,221:4.17895555381,439:4.17737439733,184:4.15758116962,472:4.1211046588,177:4.05973382501,230:4.03984541039,463:4.03511122531
76	204:6.63731803745,184:6.3479960286,276:6.12432100749,498:6.05510225319,200:6.02475164044,308:5.87580151631,343:5.7903167726,240:5.75044285253,476:5.74721598931,214:5.66445044524,274:5.60876813783,148:5.60319947518,448:5.57775697352,176:5.56592248097,497:5.52591632077
77	221:5.15832212538,472:4.93617384855,479:4.92531312135,322:4.63661662689,476:4.61049584007,463:4.60064795379,259:4.43802036045,214:4.43772662947,177:4.42738366274,220:4.41424188165,262:4.40286773841,207:4.34524015242,171:4.32241069829,498:4.31311568971,247:4.30978825449
78	214:6.94502447783,184:6.48935365514,221:6.36163464448,200:6.33428136113,258:6.25558757086,471:6.22501618764,439:6.20178190804,458:6.19921039407,459:6.15937295508,476:6.1468069871,485:6.11807224674,173:6.02789731044,171:6.0118916234,220:6.0080785923,284:5.96728630236
79	214:6.45920415697,173:6.4202546506,476:6.37706310372,200:6.33717667695,184:6.230901516,240:6.19043417908,341:6.08204547935,276:6.0675965508,479:6.06183292241,148:6.0105219673,495:5.97435617939,498:5.95596921386,439:5.95503408466,227:5.95105874551,472:5.94203216623
80	476:7.72204542541,258:7.19755561167,162:7.19153591093,343:7.15111578181,177:7.05858772248,497:7.05090213046,495:7.02214488062,129:6.79447755571,184:6.78506817815,499:6.76227973736,322:6.74137847954,276:6.72087659833,200:6.53780138756,173:6.53045090035,498:6.52438030113
81	184:6.62872561253,343:6.47350568528,476:6.25895878279,200:6.20424196164,280:6.20156424601,220:6.15564557486,322:6.08149682333,214:6.07689640775,276:6.07233530887,458:6.03415436251,498:5.99988907948,129:5.96410304463,486:5.95356090376,308:5.95250822883,221:5.90936371239
82	230:4.63412164461,266:4.35883457864,463:4.34841541828,207:4.2859465408,298:4.27151709073,475:4.23507777442,341:4.18656778694,231:4.16245527697,220:4.15203185102,244:4.13738945756,262:4.13406378295,355:4.11381967104,497:4.09675659527,181:4.05765131599,448:4.04375692478
83	214:6.60377950232,258:6.4424326414,184:6.3501728535,343:6.22443289932,200:6.22419716912,476:6.219534841,284:6.18461381101,204:6.11717642957,259:6.0920345828,173:6.04809398828,485:6.04345865707,171:6.02190311874,469:6.01964261416,227:6.01571459382,471:6.01523628125
84	322:10.370349786,221:10.2145980533,474:10.1615288932,285:10.0488192338,459:9.92607319225,343:9.85845998447,178:9.83389741643,479:9.82937995576,227:9.82716211052,292:9.79434349829,266:9.78333946721,347:9.77385083269,448:9.69117165474,171:9.65585992959,204:9.61304640343
85	479:4.79633159187,240:4.62747064509,148:4.61966198272,484:4.47450869773,231:4.21702077997,177:4.20537559328,276:4.16178945633,469:4.16033134345,278:4.15765945012,262:4.14638242965,230:4.05344125703,266:4.05054136232,152:4.03271403176,352:4.01930315412,204:3.98561139308
86	317:4.02565411881,184:3.64130613625,476:3.61111605039,262:3.55540852625,173:3.54305337609,258:3.4044747546,214:3.39542147451,240:3.39284621834,227:3.30037745669,298:3.28415149117,152:3.27033398263,56:3.2375008279,491:3.23107522408,496:3.20449442795,466:3.19362020165
87	214:4.76070724487,482:4.57721091729,161:4.57499441666,479:4.55350524458,476:4.47425615085,240:4.3177093703,170:4.30204617883,262:4.29833782034,486:4.2658034584,322:4.24525767443,471:4.22773681743,220:4.21293526775,160:4.19710039844,182:4.18143028916,221:4.16459726247
88	260:4.51163782119,341:4.22110032023,292:4.19713519079,322:4.19258733976,171:4.14074626332,227:4.13520037424,272:4.12622738024,214:4.04318010535,472:4.03654320679,474:4.03352707637,129:4.01977811415,262:3.97320685773,178:3.95909877865,284:3.91616084872,221:3.89057737337
89	479:5.54277925074,200:5.42512628222,227:5.35385108667,476:5.30577339376,129:5.06294816897,469:4.96787860122,482:4.92709596611,292:4.90949388942,472:4.90907956355,151:4.8959912338,144:4.8525109276,266:4.85166100224,278:4.83067350344,475:4.82236333241,322:4.81794947379
90	240:6.67186856965,476:6.30830157995,276:6.28272212432,184:6.24071886249,200:6.16535538665,498:6.15055727242,479:6.13965826615,322:6.07739031542,129:6.06654733192,278:6.04040997132,266:6.01948123453,448:6.0101613243,214:5.99928435443,259:5.96226899659,343:5.95809541234
91	171:5.8256173369,280:5.488072287,484:5.43468551968,266:5.33031831394,231:5.30603908168,129:5.30136136071,56:5.25193037181,458:5.22482470852,416:5.19679806515,200:5.125787589,184:5.11865648036,260:5.10679778986,258:5.00703447372,284:4.97493396923,479:4.92012747423
92	221:6.24210975732,227:5.96467196557,472:5.95078876377,476:5.93286318689,479:5.80803400768,214:5.72071166408,458:5.63896995407,343:5.5821076652,463:5.548567977,177:5.53300203618,170:5.4885126029,498:5.46506982187,220:5.4248092864,240:5.38458866407,259:5.34161955999
93	264:6.38156732468,214:6.37398531876,476:6.35736321447,221:6.1040864356,162:6.05668113471,200:6.05528983823,284:6.05513839778,184:6.04531943747,259:6.02559317703,322:6.01235908094,240:5.99637142518,341:5.98330131379,220:5.97333228074,448:5.93552117394,278:5.83648878406
94	200:6.06656277818,160:5.72114245517,227:5.47650836996,308:5.39185027863,220:5.3229318448,497:5.31090027038,231:5.28780118473,472:5.27080594534,181:5.2615174931,171:5.24502853013,435:5.23893002722,479:5.20991817123,174:5.16695991058,280:5.14646521027,221:5.08331174572
95	160:8.89349707333,184:8.80963024855,284:8.55867421559,276:8.55119148453,321:8.49026273274,260:8.47366249196,200:8.46571766504,144:8.41473771796,173:8.20476232422,280:8.14039062991,308:8.03706519954,129:8.02275097813,204:7.99541270562,221:7.97850563875,352:7.95957384148
96	448:8.29639736113,259:8.17672188852,214:8.14306040589,184:7.9989512681,474:7.96043946713,221:7.76754208802,322:7.71125718433,266:7.69059441653,275:7.66642223677,220:7.62382379277,200:7.60518318473,476:7.5357918962,284:7.52021543213,459:7.46732940623,498:7.46351957107
97	200:7.73833961388,227:7.46337039997,278:7.39753000962,171:7.26559517995,266:7.2208978476,476:7.18411620399,181:7.15542542872,274:7.10981553099,284:7.06594009058,214:7.06036479094,461:7.04443832371,458:7.02540651195,271:7.0143108611,479:7.01413267321,472:6.96466979559
98	227:5.80681650985,220:5.66153811027,148:5.50995243987,476:5.43582479903,479:5.43504780624,240:5.43312275829,308:5.40913153609,129:5.38664119325,173:5.33092099626,472:5.30693192414,469:5.25996839505,200:5.22400204082,463:5.2172929005,343:5.21223102902,284:5.19554481514
99	204:6.8382552506,200:6.6252763768,498:6.5336434527,220:6.4927723755,471:6.40179186463,476:6.38254033909,486:6.31983233746,458:6.30846565157,271:6.30751010566,214:6.2536952774,322:6.20426574233,448:6.16894952516,171:6.15653158742,258:6.07661397853,280:6.07173766836
100	200:7.29776501585,227:7.24965595401,476:7.21274186112,274:7.10370032802,278:6.99102701338,184:6.96747719967,497:6.88473969731,181:6.86874871417,322:6.86731140872,221:6.8410328595,204:6.80005570864,230:6.74267888662,214:6.72892719464,173:6.72524871262,129:6.71965522872
101	184:6.94096670464,200:6.87345900406,341:6.74397693643,214:6.67596468603,476:6.66470014404,284:6.6255285363,498:6.60033147167,343:6.55289249235,472:6.50433488157,259:6.50008458336,204:6.48208665625,275:6.46421994892,171:6.4185596279,240:6.40351313482,144:6.38218078893
