0	231,284,266,472,200,462,148,479,276,271,129,458,247,227,322
1	479,472,476,322,171,200,343,148,278,178,240,498,273,214,181
2	476,479,322,343,240,292,144,161,214,220,176,265,341,148,284
3	200,129,458,244,214,470,284,391,204,268,278,276,148,171,308
4	200,276,284,129,479,461,240,160,148,308,171,476,497,227,322
5	322,262,266,479,463,204,230,486,477,439,469,462,284,337,129
6	200,151,309,486,472,308,469,214,227,162,482,144,435,161,170
7	200,214,129,308,148,458,171,162,255,260,271,425,284,485,472
8	496,355,489,469,448,129,280,284,266,160,268,322,200,380,462
9	276,204,271,497,343,184,247,221,474,266,284,461,129,272,476
10	200,464,380,276,472,173,227,247,308,458,489,184,469,262,231
11	184,227,472,181,260,499,276,464,343,214,280,458,221,173,308
12	276,260,474,227,355,259,472,463,214,322,129,171,479,221,178
13	322,479,148,171,476,204,469,462,220,485,259,200,472,214,255
14	171,259,465,129,448,474,498,214,343,200,221,240,276,472,476
15	479,499,266,214,482,268,278,260,471,56,280,322,171,480,129
16	278,476,200,495,184,129,380,498,240,497,479,343,258,214,317
17	214,341,479,280,322,129,200,276,221,171,220,275,227,260,480
18	184,220,343,479,322,292,171,227,173,472,499,152,280,498,341
19	406,266,240,341,227,497,465,477,284,214,272,308,200,177,267
20	240,285,484,322,476,308,220,174,266,271,221,284,486,458,343
21	129,472,262,171,474,499,278,173,214,152,207,284,200,322,476
22	479,171,144,227,472,292,471,260,266,271,343,459,264,214,178
23	280,184,343,260,476,144,322,221,457,240,220,263,292,56,341
24	129,284,200,262,471,240,464,476,479,308,214,151,276,486,144
25	240,476,276,497,499,200,341,482,262,173,380,258,485,161,129
26	148,214,476,463,479,227,486,200,284,266,221,322,484,157,483
27	479,214,129,204,472,200,355,266,498,278,497,171,231,499,259
28	214,262,458,266,200,479,221,477,160,308,278,268,56,230,220
29	476,479,200,278,498,129,160,347,474,276,284,171,497,322,259
30	276,184,495,231,476,204,380,200,458,258,292,214,260,162,484
31	220,276,479,171,260,472,380,200,266,457,458,308,271,292,221
32	284,221,214,227,474,498,341,475,230,459,270,471,463,160,497
33	476,341,214,161,272,200,177,204,469,482,221,262,458,486,479
34	214,476,284,464,200,458,278,486,471,181,273,308,129,268,343
35	200,284,276,160,479,266,214,144,129,171,476,272,227,285,265
36	461,200,341,214,204,209,264,160,202,278,144,84,498,152,162
37	144,292,264,476,184,469,479,458,341,262,276,284,448,268,393
38	497,240,278,200,129,308,352,160,280,475,380,157,276,184,173
39	479,200,276,171,184,129,221,220,309,495,322,472,214,476,280
40	278,129,214,479,258,262,482,471,240,184,152,266,56,200,499
41	227,272,266,240,264,473,268,406,284,246,221,181,162,476,270
42	258,476,266,129,227,161,473,272,317,457,240,468,171,485,482
43	214,479,476,184,276,173,200,284,380,258,204,458,260,308,266
44	458,472,266,220,479,200,264,341,171,259,498,214,144,308,459
45	479,200,476,278,262,129,497,322,177,144,477,472,171,266,240
46	200,240,266,184,317,473,160,322,278,479,498,448,129,220,214
47	276,343,258,448,171,129,271,292,200,231,498,309,161,184,266
48	200,214,276,341,476,220,284,227,461,463,259,258,184,221,129
49	214,317,471,262,472,221,129,470,200,284,380,458,309,278,227
50	278,200,476,284,227,184,266,276,498,171,285,484,479,308,181
51	476,278,200,214,458,479,461,204,472,273,227,477,486,262,264
52	262,406,240,497,480,474,149,214,483,230,152,466,284,271,278
53	472,221,476,214,148,485,273,458,308,200,227,343,272,259,317
54	474,472,476,317,262,259,227,173,486,448,129,484,177,273,498
55	214,200,476,284,280,184,221,278,160,264,129,472,458,308,439
56	341,284,343,476,275,498,322,258,200,479,171,214,230,144,462
57	227,171,258,220,129,479,262,292,266,214,497,144,284,474,477
58	200,458,214,284,181,308,463,476,258,273,221,497,184,220,230
59	479,472,471,227,214,262,200,171,266,322,476,230,276,477,264
60	200,227,308,240,214,486,476,380,144,343,284,129,230,484,435
61	200,214,148,476,479,472,498,463,495,184,227,461,160,259,266
62	484,486,148,264,271,498,476,479,240,200,262,184,458,278,121
63	204,162,200,152,258,184,308,476,259,486,161,220,240,322,499
64	479,266,227,171,220,343,204,200,276,148,308,457,214,184,144
65	129,171,266,200,472,227,341,276,173,343,475,181,284,214,280
66	458,214,220,308,476,472,221,498,200,258,259,474,181,496,284
67	469,308,262,184,406,322,484,284,489,472,495,171,474,321,221
68	258,200,458,476,322,472,214,355,184,280,231,284,486,260,464
69	227,266,284,497,471,200,221,272,273,472,262,458,265,479,469
70	214,184,259,129,278,173,56,448,260,200,181,471,148,280,273
71	227,204,284,214,458,463,459,472,220,496,221,470,476,260,471
72	200,498,465,266,259,341,343,231,479,258,448,144,476,240,276
73	343,284,129,471,476,214,200,144,499,280,227,474,240,266,484
74	200,184,214,484,476,171,278,486,221,308,227,258,274,173,472
75	278,479,259,380,240,476,200,458,221,439,184,472,177,230,463
76	204,184,276,498,200,308,343,240,476,214,274,148,448,176,497
77	221,472,479,322,476,463,259,214,177,220,262,207,171,498,247
78	214,184,221,200,258,471,439,458,459,476,485,173,171,220,284
79	214,173,476,200,184,240,341,276,479,148,495,498,439,227,472
80	476,258,162,343,177,497,495,129,184,499,322,276,200,173,498
81	184,343,476,200,280,220,322,214,276,458,498,129,486,308,221
82	230,266,463,207,298,475,341,231,220,244,262,355,497,181,448
83	214,258,184,343,200,476,284,204,259,173,485,171,469,227,471
84	322,221,474,285,459,343,178,479,227,292,266,347,448,171,204
85	479,240,148,484,231,177,276,469,278,262,230,266,152,352,204
86	317,184,476,262,173,258,214,240,227,298,152,56,491,496,466
87	214,482,161,479,476,240,170,262,486,322,471,220,160,182,221
88	260,341,292,322,171,227,272,214,472,474,129,262,178,284,221
89	479,200,227,476,129,469,482,292,472,151,144,266,278,475,322
90	240,476,276,184,200,498,479,322,129,278,266,448,214,259,343
91	171,280,484,266,231,129,56,458,416,200,184,260,258,284,479
92	221,227,472,476,479,214,458,343,463,177,170,498,220,240,259
93	264,214,476,221,162,200,284,184,259,322,240,341,220,448,278
94	200,160,227,308,220,497,231,472,181,171,435,479,174,280,221
95	160,184,284,276,321,260,200,144,173,280,308,129,204,221,352
96	448,259,214,184,474,221,322,266,275,220,200,476,284,459,498
97	200,227,278,171,266,476,181,274,284,214,461,458,271,479,472
98	227,220,148,476,479,240,308,129,173,472,469,200,463,343,284
99	204,200,498,220,471,476,486,458,271,214,322,448,171,258,280
100	200,227,476,274,278,184,497,181,322,221,204,230,214,173,129
101	184,200,341,214,476,284,498,343,472,259,204,275,171,240,144
102	322,220,476,184,499,284,200,214,479,227,343,260,280,204,266
103	284,200,258,221,275,184,341,266,280,448,347,181,322,204,274
104	200,184,214,160,278,274,275,129,221,439,322,461,476,495,280
105	200,129,471,465,173,476,171,343,276,214,475,258,341,284,184
106	271,259,157,458,278,240,221,200,184,484,275,171,472,439,214
107	214,200,184,476,448,347,471,343,486,465,204,259,284,221,322
108	479,322,204,469,184,471,476,497,200,240,152,129,214,148,266
109	278,227,214,129,265,479,292,171,160,482,380,356,466,220,266
110	214,459,486,343,476,284,471,498,474,292,258,227,322,472,479
111	471,448,200,259,482,276,129,498,479,497,476,214,204,271,266
112	495,471,475,240,200,258,476,173,184,273,177,380,231,157,465
113	240,200,214,230,273,280,221,308,343,227,475,472,380,497,144
114	184,220,176,343,200,448,308,259,204,484,276,457,171,173,280
115	262,259,207,472,475,230,471,221,484,280,479,463,56,448,416
116	173,184,259,284,214,476,129,200,262,162,474,177,276,469,347
117	200,347,284,230,184,448,204,461,479,322,476,341,474,266,160
118	227,322,479,182,380,471,472,489,470,265,171,352,285,480,176
119	184,479,259,448,204,469,278,221,171,275,462,177,472,214,476
120	221,259,173,469,380,309,496,260,220,292,200,184,459,262,479
121	204,280,497,499,448,474,498,276,271,184,200,157,284,322,476
122	284,200,144,227,343,184,129,476,341,280,214,230,448,308,266
123	200,341,221,259,214,171,479,266,184,284,220,280,476,260,448
124	171,200,266,280,322,129,476,271,448,184,214,258,497,479,278
125	459,162,476,284,214,322,463,157,220,439,486,244,275,466,458
126	200,458,184,341,220,469,221,129,476,292,276,214,173,479,259
127	214,266,259,204,292,171,275,448,341,200,227,129,230,284,476
128	240,498,56,497,448,479,177,280,499,476,171,184,176,276,380
129	476,200,284,214,227,160,497,280,479,157,258,498,321,204,220
130	280,322,200,499,275,476,227,171,184,284,204,266,274,173,129
131	476,204,343,322,214,200,284,184,479,448,499,498,230,308,259
132	200,458,463,227,472,308,220,273,148,214,221,476,184,231,182
133	259,463,497,498,486,472,204,276,160,148,209,196,200,151,479
134	214,200,476,479,322,129,280,184,485,148,220,284,204,162,266
135	322,308,474,227,479,148,220,171,264,457,266,484,497,284,472
136	227,292,220,171,260,355,258,129,214,266,482,457,161,476,380
137	184,276,200,280,56,462,173,495,129,262,231,230,469,266,322
138	266,227,129,171,343,476,280,479,457,214,322,275,499,278,474
139	322,262,479,184,463,448,259,230,276,173,240,224,476,347,207
140	220,200,214,160,322,184,271,266,284,221,341,461,439,476,129
141	200,184,276,479,322,204,476,214,129,220,280,230,474,498,284
142	200,144,151,262,227,230,267,148,276,476,284,278,479,464,322
143	497,129,200,276,265,458,184,322,472,221,480,227,476,240,496
144	221,476,479,227,220,280,352,322,200,459,284,276,463,260,259
145	498,479,184,259,200,171,476,214,221,448,276,458,204,148,129
146	200,129,221,171,486,476,472,227,484,458,284,343,160,309,214
147	129,471,171,343,259,221,200,214,204,479,347,472,322,476,474
148	479,266,160,476,284,322,129,285,171,214,448,341,343,347,280
149	227,284,221,220,341,171,266,343,322,204,162,214,472,439,275
150	227,474,221,472,475,266,171,448,280,129,308,347,265,181,343
151	184,204,476,280,322,448,260,220,200,221,458,274,486,499,214
152	458,476,221,200,129,471,486,439,284,280,182,322,214,162,259
153	476,200,160,214,220,221,171,280,184,308,284,322,204,292,479
154	184,200,347,204,476,498,214,448,278,322,280,461,284,479,274
155	184,499,343,322,204,284,220,200,129,266,280,227,274,231,258
156	458,472,204,284,497,498,196,273,341,231,343,476,262,272,496
157	220,284,227,200,476,184,160,214,276,280,322,56,129,162,341
158	472,171,200,227,181,148,479,462,129,56,151,457,482,416,322
159	227,276,497,181,274,343,472,479,200,204,221,476,214,266,308
160	322,476,184,280,171,479,200,343,275,284,129,260,347,221,160
161	479,278,266,268,308,171,204,200,160,273,497,214,144,476,380
162	343,221,200,129,214,227,322,171,474,144,280,479,259,459,476
163	240,144,380,484,472,231,265,424,416,262,458,177,278,227,221
164	484,184,240,271,322,448,200,221,264,278,266,275,309,308,476
165	200,221,171,479,227,284,266,184,271,129,144,480,322,280,498
166	200,173,495,129,476,230,278,341,262,322,475,347,479,465,160
167	479,308,499,221,240,214,474,472,227,280,173,129,497,259,171
168	284,476,469,347,200,258,497,473,322,458,317,279,477,479,308
169	200,184,214,280,171,129,479,322,476,160,173,276,221,495,258
170	184,200,322,476,220,308,285,280,448,204,499,271,479,457,347
171	220,221,274,322,275,214,439,200,266,308,280,458,181,184,258
172	200,129,471,322,214,476,273,479,278,463,157,380,462,439,255
173	347,129,476,474,284,200,322,184,259,471,448,227,469,258,276
174	284,227,214,221,220,204,347,322,459,476,485,280,200,463,266
175	347,479,476,322,448,278,284,129,200,177,184,439,240,461,266
176	184,171,214,474,129,471,271,280,173,448,200,479,274,258,221
177	204,479,486,184,343,499,200,266,477,347,171,337,465,227,285
178	476,479,200,322,276,463,461,129,498,495,182,467,265,475,264
179	171,284,476,260,292,200,214,341,280,160,184,144,479,258,285
180	479,200,266,214,271,129,220,276,498,485,499,171,497,459,170
181	343,200,322,495,275,479,204,129,476,278,227,221,280,462,347
182	200,214,204,184,148,458,284,221,476,280,485,343,171,271,448
183	479,472,471,476,227,214,485,273,129,474,322,497,468,423,170
184	214,200,129,448,471,259,343,184,144,309,266,171,469,347,465
185	322,262,479,200,184,476,152,463,266,499,355,259,497,284,343
186	200,129,230,278,171,475,160,259,280,276,474,308,479,231,361
187	284,486,200,471,157,479,259,148,214,474,129,227,255,476,459
188	200,278,322,458,129,499,479,262,273,184,221,439,144,255,469
189	200,284,322,265,160,221,171,227,129,479,266,230,469,148,308
190	284,227,184,144,347,480,276,200,479,497,230,267,484,476,285
191	204,259,284,308,266,479,469,214,230,200,157,474,484,209,486
192	472,230,56,486,227,463,149,204,255,497,177,262,151,148,460
193	273,308,200,259,469,240,266,406,309,227,284,144,204,221,214
194	227,221,322,308,474,499,220,476,162,184,157,56,285,486,214
195	221,259,200,214,476,184,227,171,220,343,479,308,485,173,144
196	476,204,479,448,129,214,280,498,471,499,160,200,322,474,274
197	472,486,474,497,151,484,498,262,471,276,343,464,491,317,458
198	220,476,214,322,274,176,439,308,498,204,184,266,200,259,479
199	476,479,129,322,317,171,472,280,184,276,461,358,393,144,343
200	221,214,259,160,474,280,479,463,200,322,276,230,471,220,171
201	184,227,220,280,499,343,284,266,144,448,200,129,341,260,276
202	200,221,259,214,458,276,292,284,476,258,439,475,485,266,341
203	214,184,200,266,322,476,280,148,221,439,204,227,173,485,278
204	280,343,214,266,221,284,285,227,322,485,275,448,476,274,184
205	173,474,499,497,491,267,484,317,477,129,498,56,266,184,276
206	171,284,341,471,458,200,479,292,214,129,220,221,204,474,476
207	221,171,343,479,322,227,284,220,272,472,469,459,200,341,214
208	56,266,184,322,177,471,274,221,463,486,482,227,273,220,129
209	221,200,280,284,476,479,214,341,259,439,157,276,160,322,458
210	200,184,448,276,476,471,271,214,258,479,464,280,278,322,284
211	284,160,148,200,474,479,308,204,230,259,178,214,476,129,486
212	184,200,322,448,280,214,171,230,220,499,271,498,258,479,471
213	476,227,260,322,268,221,497,347,479,181,214,280,341,240,220
214	227,284,472,486,171,200,173,347,479,322,224,221,469,439,337
215	322,221,479,173,200,227,474,259,498,184,476,204,129,266,220
216	278,266,227,472,322,204,230,262,200,178,479,298,207,171,268
217	204,476,280,184,497,343,227,200,176,273,274,499,284,258,356
218	200,160,171,341,278,184,280,479,214,284,476,274,276,221,129
219	484,184,479,240,317,161,472,322,264,200,148,173,177,144,278
220	200,184,230,322,479,224,221,280,129,284,343,463,458,476,259
221	280,160,322,292,479,129,347,144,284,266,260,184,341,448,476
222	129,479,476,200,268,276,184,322,221,458,278,148,214,266,495
223	200,458,221,184,276,259,439,347,309,173,272,469,479,284,495
224	448,322,476,221,474,259,214,284,227,439,280,200,266,230,204
225	322,280,448,184,200,471,464,221,476,479,204,474,255,230,266
226	200,276,280,176,160,171,308,476,227,174,260,343,448,292,268
227	200,284,214,227,476,129,459,144,485,230,479,221,343,322,280
228	498,463,472,497,184,200,151,202,276,259,160,419,448,129,474
229	497,280,204,200,276,227,266,479,129,476,498,322,230,284,275
230	227,129,284,474,171,479,200,214,160,322,221,220,308,495,276
231	221,284,184,275,220,227,459,204,200,214,352,292,469,448,274
232	479,276,260,380,227,472,309,476,200,220,471,221,322,160,173
233	171,221,479,200,184,280,259,214,448,322,472,271,266,278,471
234	129,284,227,200,280,474,148,322,471,276,476,266,472,171,463
235	479,276,129,266,284,448,259,171,271,160,474,347,497,278,178
236	472,343,471,227,259,214,265,171,273,181,479,200,458,482,272
237	171,479,276,498,476,200,214,322,129,278,160,266,204,274,292
238	220,231,262,227,266,162,129,56,458,177,477,322,497,240,476
239	227,471,260,262,171,256,472,129,200,479,266,221,214,220,497
240	200,227,214,274,474,285,266,171,220,343,471,129,308,280,184
241	200,308,171,227,472,129,380,278,284,220,476,479,416,484,231
242	463,486,200,476,308,472,474,227,284,151,469,262,221,129,160
243	476,479,129,474,184,160,484,285,200,347,284,309,227,276,240
244	284,204,476,200,479,214,162,230,171,322,129,227,275,184,461
245	479,341,214,260,171,499,204,220,476,266,259,284,322,227,230
